1, 5361
2, 5358
3, 666
4, 5350
5, 5357
6, 5390
7, 5391
8, 5390
9, 5354
10, 5356
11, 5358
12, 5403
13, 5386
14, 5405
15, 5416
16, 5425
17, 5417
18, 5415
19, 5388
20, 5437
21, 5428
22, 5420
23, 5419
24, 5365
25, 4129
26, 5349
27, 5334
28, 5343
29, 5339
30, 5335
31, 5346
32, 5340
33, 5353
34, 5347
35, 5344
36, 5357
37, 5359
38, 5375
39, 5398
40, 4177
41, 5361
42, 5361
43, 5353
44, 5350
45, 5344
46, 5343
47, 5373
48, 5351
49, 5354
50, 5370
51, 5353
52, 5335
53, 5344
54, 4126
55, 5326
56, 5322
57, 5335
58, 5331
59, 5333
60, 5340
61, 5337
62, 5336
63, 5339
64, 5329
65, 4190
66, 5319
67, 5309
68, 5326
69, 5315
70, 5320
71, 5316
72, 5311
73, 4121
74, 5318
75, 5312
76, 4053
77, 5313
78, 5314
79, 5313
80, 5304
81, 5293
82, 5319
83, 5309
84, 5307
85, 5314
86, 5304
87, 5313
88, 5304
89, 5312
90, 5308
91, 5324
92, 5303
93, 5310
94, 5306
95, 5308
96, 4074
97, 4643
98, 5302
99, 5300
100, 5308
101, 5310
102, 5310
103, 5301
104, 5303
105, 5311
106, 5303
107, 5305
108, 5295
109, 5306
110, 5306
111, 5291
112, 5296
113, 5300
114, 5296
115, 5301
116, 5295
117, 5296
118, 5302
119, 5300
120, 5303
121, 5299
122, 4877
123, 5298
124, 5297
125, 5290
126, 5305
127, 5297
128, 5299
129, 5303
130, 5299
131, 5298
132, 5295
133, 1664
134, 4272
135, 5292
136, 5290
137, 5300
138, 5302
139, 5300
140, 5301
141, 5294
142, 5300
143, 5303
144, 5288
145, 4154
146, 5299
147, 5293
148, 5295
149, 5295
150, 5300
151, 5297
152, 5299
153, 5298
154, 3739
155, 5295
156, 5285
157, 5281
158, 5290
159, 5295
160, 5290
161, 5282
162, 5285
163, 5293
164, 5288
165, 5288
166, 5286
167, 5275
168, 5277
169, 5283
170, 5287
171, 5282
172, 5273
173, 5277
174, 4061
175, 2983
176, 5296
177, 5278
178, 5282
179, 5277
180, 5284
181, 5280
182, 5283
183, 5279
184, 5274
185, 5279
186, 5278
187, 5284
188, 5283
189, 5280
190, 5280
191, 5282
192, 5275
193, 5274
194, 5272
195, 5276
196, 5279
197, 5280
198, 5277
199, 5273
200, 5280
201, 5278
202, 5274
203, 5280
204, 5277
205, 5275
206, 5280
207, 5272
208, 5277
209, 5283
210, 5268
211, 5277
212, 5276
213, 5276
214, 5277
215, 5271
216, 5291
217, 5296
218, 5284
219, 5284
220, 5271
221, 5291
222, 5285
223, 5276
224, 5283
225, 5285
226, 5276
227, 5278
228, 5280
229, 5273
230, 5283
231, 5276
232, 5279
233, 5284
234, 5272
235, 5277
236, 5271
237, 5278
238, 5280
239, 5268
240, 5276
241, 5282
242, 4048
243, 5267
244, 5275
245, 5262
246, 5273
247, 5271
248, 5272
249, 4089
250, 5270
251, 5275
252, 5267
